data;preco_rs;preco_usd;produto
2023-02-08;172,89;33,32;soja
2023-02-09;173,86;32,99;soja
2023-02-10;174,43;33,4;soja
2023-02-13;174,89;33,75;soja
2023-02-14;173,26;33,31;soja
2023-02-15;172,83;33,13;soja
2023-02-16;173,23;33,19;soja
2023-02-17;172,82;33,48;soja
2023-02-22;172,25;33,32;soja
2023-02-23;170,76;33,27;soja
2023-02-24;171,37;32,92;soja
2023-02-27;170,5;32,82;soja
2023-02-28;168,9;32,35;soja
2023-03-01;168,75;32,48;soja
2023-03-02;169,23;32,52;soja
2023-03-03;169,72;32,65;soja
2023-03-06;169,35;32,78;soja
2023-03-07;168,21;32,4;soja
2023-03-08;167,76;32,62;soja
2023-03-09;167,24;32,57;soja
2023-03-10;167,83;32,18;soja
2023-03-13;166,81;31,66;soja
2023-03-14;165,4;31,47;soja
2023-03-15;165,69;31,3;soja
2023-03-16;165,33;31,53;soja
2023-03-17;164,9;31,27;soja
2023-03-20;162,65;31,02;soja
2023-03-21;162,15;30,93;soja
2023-03-22;158,34;30,35;soja
2023-03-23;154,09;29,13;soja
2023-03-24;152,63;29,08;soja
2023-03-27;151,7;29,11;soja
2023-03-28;152,07;29,44;soja
2023-03-29;152,2;29,61;soja
2023-03-30;153,06;30,01;soja
2023-03-31;153,76;30,33;soja
2023-04-03;155,93;30,73;soja
2023-04-04;155,5;30,57;soja
2023-04-05;154,65;30,6;soja
2023-04-06;152,65;30,17;soja
2023-04-10;150,71;29,73;soja
2023-04-11;148,35;29,63;soja
2023-04-12;146,54;29,64;soja
2023-04-13;145,8;29,59;soja
2023-04-14;144,6;29,4;soja
2023-04-17;143,47;29,07;soja
2023-04-18;144,25;29,0;soja
2023-04-19;143,99;28,37;soja
2023-04-20;142,02;28,11;soja
2023-04-24;139,44;27,67;soja
2023-04-25;137,2;27,07;soja
2023-04-26;136,1;26,93;soja
2023-04-27;136,18;27,33;soja
2023-04-28;136,88;27,44;soja
2023-05-02;139,97;27,73;soja
2023-05-03;137,85;27,62;soja
2023-05-04;138,49;27,74;soja
2023-05-05;139,45;28,21;soja
2023-05-08;141,56;28,23;soja
2023-05-09;141,7;28,41;soja
2023-05-10;140,13;28,3;soja
2023-05-11;140,77;28,48;soja
2023-05-12;138,77;28,16;soja
2023-05-15;139,81;28,57;soja
2023-05-16;139,67;28,28;soja
2023-05-17;137,41;27,82;soja
2023-05-18;136,28;27,43;soja
2023-05-19;136,45;27,28;soja
2023-05-22;136,62;27,5;soja
2023-05-23;137,01;27,56;soja
2023-05-24;136,08;27,48;soja
2023-05-25;136,97;27,19;soja
2023-05-26;137,17;27,49;soja
2023-05-29;136,93;27,32;soja
2023-05-30;135,2;26,82;soja
2023-05-31;134,11;26,4;soja
2023-06-01;133,77;26,68;soja
2023-06-02;134,6;27,15;soja
2023-06-05;135,67;27,54;soja
2023-06-06;135,21;27,52;soja
2023-06-07;135,53;27,52;soja
2023-06-09;135,2;27,73;soja
2023-06-12;135,3;27,81;soja
2023-06-13;135,56;27,88;soja
2023-06-14;133,17;27,58;soja
2023-06-15;134,24;27,94;soja
2023-06-16;136,8;28,39;soja
2023-06-19;137,05;28,7;soja
2023-06-20;137,31;28,65;soja
2023-06-21;138,94;29,13;soja
2023-06-22;139,58;29,21;soja
2023-06-23;138,65;29,0;soja
2023-06-26;139,73;29,32;soja
2023-06-27;138,2;28,82;soja
2023-06-28;136,62;28,2;soja
2023-06-29;135,67;27,94;soja
2023-06-30;138,7;28,94;soja
2023-07-03;141,31;29,42;soja
2023-07-04;140,74;29,11;soja
2023-07-05;142,01;29,31;soja
2023-07-06;144,66;29,37;soja
2023-07-07;142,27;29,28;soja
2023-07-10;143,16;29,31;soja
2023-07-11;146,21;30,1;soja
2023-07-12;143,41;29,76;soja
2023-07-13;144,8;30,23;soja
2023-07-14;146,27;30,51;soja
2023-07-17;146,86;30,5;soja
2023-07-18;147,21;30,62;soja
2023-07-19;148,4;31,01;soja
2023-07-20;149,47;31,13;soja
2023-07-21;149,44;31,3;soja
2023-07-24;151,73;32,04;soja
2023-07-25;151,99;31,98;soja
2023-07-26;152,34;32,2;soja
2023-07-27;151,4;31,92;soja
2023-07-28;150,43;31,8;soja
2023-07-31;149,54;31,61;soja
2023-08-01;146,47;30,57;soja
2023-08-02;146,42;30,48;soja
2023-08-03;147,3;30,13;soja
2023-08-04;147,82;30,36;soja
2023-08-07;147,05;30,04;soja
2023-08-08;146,23;29,86;soja
2023-08-09;146,47;29,84;soja
2023-08-10;146,77;30,08;soja
2023-08-11;146,5;29,88;soja
2023-08-14;147,86;29,75;soja
2023-08-15;147,85;29,63;soja
2023-08-16;148,22;29,73;soja
2023-08-17;148,49;29,8;soja
2023-08-18;148,66;29,91;soja
2023-08-21;150,67;30,26;soja
2023-08-22;148,82;30,14;soja
2023-08-23;149,18;30,73;soja
2023-08-24;149,09;30,59;soja
2023-08-25;150,49;30,89;soja
2023-08-28;151,89;31,14;soja
2023-08-29;151,9;31,29;soja
2023-08-30;150,96;31,03;soja
2023-08-31;151,51;30,61;soja
2023-09-01;151,34;30,65;soja
2023-09-04;150,52;30,51;soja
2023-09-05;150,83;30,29;soja
2023-09-06;151,58;30,4;soja
2023-09-08;151,75;30,44;soja
2023-09-11;150,2;30,43;soja
2023-09-12;149,24;30,12;soja
2023-09-13;148,67;30,24;soja
2023-09-14;147,12;30,18;soja
2023-09-15;146,7;30,12;soja
2023-09-18;146,27;30,14;soja
2023-09-19;144,2;29,58;soja
2023-09-20;143,02;29,37;soja
2023-09-21;143,43;29,09;soja
2023-09-22;144,12;29,23;soja
2023-09-25;144,94;29,16;soja
2023-09-26;144,19;28,9;soja
2023-09-27;146,4;28,98;soja
2023-09-28;145,37;28,86;soja
2023-09-29;143,94;28,62;soja
2023-10-02;142,64;28,15;soja
2023-10-03;144,11;27,95;soja
2023-10-04;144,6;28,07;soja
2023-10-05;144,98;28,02;soja
2023-10-06;146,72;28,44;soja
2023-10-09;144,52;28,14;soja
2023-10-10;141,47;27,94;soja
2023-10-11;141,21;27,95;soja
2023-10-13;143,4;28,16;soja
2023-10-16;144,8;28,73;soja
2023-10-17;146,03;29,02;soja
2023-10-18;145,57;28,79;soja
2023-10-19;145,8;28,88;soja
2023-10-20;145,72;28,94;soja
2023-10-23;144,99;28,88;soja
2023-10-24;144,88;28,99;soja
2023-10-25;143,74;28,75;soja
2023-10-26;143,19;28,68;soja
2023-10-27;143,14;28,54;soja
2023-10-30;141,95;28,15;soja
2023-10-31;142,52;28,31;soja
2023-11-01;142,06;28,55;soja
2023-11-03;142,14;29,01;soja
2023-11-06;142,96;29,23;soja
2023-11-07;143,65;29,5;soja
2023-11-08;144,93;29,55;soja
2023-11-09;143,88;29,19;soja
2023-11-10;143,07;29,13;soja
2023-11-13;144,4;29,42;soja
2023-11-14;144,93;29,79;soja
2023-11-16;144,59;29,7;soja
2023-11-17;144,44;29,45;soja
2023-11-20;143,59;29,59;soja
2023-11-21;145,49;29,69;soja
2023-11-22;145,23;29,64;soja
2023-11-23;145,16;29,58;soja
2023-11-24;144,14;29,43;soja
2023-11-27;143,13;29,22;soja
2023-11-28;143,34;29,42;soja
2023-11-29;144,02;29,46;soja
2023-11-30;145,74;29,62;soja
2023-12-01;144,75;29,69;soja
2023-12-04;144,99;29,3;soja
2023-12-05;144,59;29,33;soja
2023-12-06;144,41;29,44;soja
2023-12-07;145,25;29,58;soja
2023-12-08;146,5;29,75;soja
2023-12-11;146,91;29,77;soja
2023-12-12;148,12;29,83;soja
2023-12-13;148,45;30,12;soja
2023-12-14;147,64;30,09;soja
2023-12-15;147,42;29,82;soja
2023-12-18;147,82;30,11;soja
2023-12-19;147,36;30,31;soja
2023-12-20;146,43;29,88;soja
2023-12-21;146,26;29,93;soja
2023-12-22;146,62;30,16;soja
2023-12-26;143,71;29,78;soja
2023-12-27;143,71;29,78;soja
2023-12-28;142,5;29,37;soja
2024-01-02;141,65;28,84;soja
2024-01-03;139,29;28,36;soja
2024-01-04;139,03;28,3;soja
2024-01-05;137,08;28,14;soja
2024-01-08;134,85;27,68;soja
2024-01-09;133,34;27,21;soja
2024-01-10;133,2;27,22;soja
2024-01-11;129,83;26,62;soja
2024-01-12;127,61;26,29;soja
2024-01-15;129,05;26,53;soja
2024-01-16;124,97;25,35;soja
2024-01-17;122,88;24,93;soja
2024-01-18;121,55;24,63;soja
2024-01-19;121,81;24,71;soja
2024-01-22;121,59;24,37;soja
2024-01-23;122,91;24,8;soja
2024-01-24;123,26;24,99;soja
2024-01-25;120,72;24,53;soja
2024-01-26;118,84;24,19;soja
2024-01-29;116,13;23,46;soja
2024-01-30;115,9;23,44;soja
2024-01-31;117,03;23,66;soja
2024-02-01;118,09;24,03;soja
2024-02-02;118,39;23,84;soja
2024-02-05;118,33;23,76;soja
2024-02-06;118,82;23,95;soja
2024-02-07;117,47;23,65;soja
2024-02-08;118,47;23,74;soja
2024-02-09;118,87;23,97;soja
2024-02-14;117,74;23,69;soja
2024-02-15;117,29;23,6;soja
2024-02-16;118,35;23,83;soja
2024-02-19;119,05;23,99;soja
2024-02-20;118,92;24,12;soja
2024-02-21;118,79;24,05;soja
2024-02-22;117,82;23,8;soja
2024-02-23;116,62;23,38;soja
2024-02-26;114,97;23,1;soja
2024-02-27;116,3;23,57;soja
2024-02-28;115,33;23,2;soja
2024-02-29;115,45;23,22;soja
2024-03-01;115,94;23,41;soja
2024-03-04;117,72;23,8;soja
2024-03-05;117,88;23,79;soja
2024-03-06;117,66;23,79;soja
2024-03-07;119,5;24,21;soja
2024-03-08;120,87;24,27;soja
2024-03-11;121,58;24,44;soja
2024-03-12;122,47;24,63;soja
2024-03-13;121,86;24,5;soja
2024-03-14;122,55;24,55;soja
2024-03-15;122,61;24,55;soja
2024-03-18;123,59;24,59;soja
2024-03-19;123,79;24,66;soja
2024-03-20;124,14;24,97;soja
2024-03-21;124,78;25,06;soja
2024-03-22;124,51;24,9;soja
2024-03-25;124,31;24,98;soja
2024-03-26;124,58;25,0;soja
2024-03-27;123,75;24,85;soja
2024-03-28;124,04;24,76;soja
2024-04-01;124,67;24,61;soja
2024-04-02;124,86;24,68;soja
2024-04-03;124,61;24,73;soja
2024-04-04;124,28;24,62;soja
2024-04-05;124,85;24,65;soja
2024-04-08;126,02;25,06;soja
2024-04-09;124,6;24,88;soja
2024-04-10;124,31;24,48;soja
2024-04-11;125,63;24,69;soja
2024-04-12;127,24;24,83;soja
2024-04-15;127,42;24,57;soja
2024-04-16;129,17;24,55;soja
2024-04-17;128,55;24,56;soja
2024-04-18;127,45;24,29;soja
2024-04-19;127,42;24,53;soja
2024-04-22;127,28;24,6;soja
2024-04-23;127,84;24,93;soja
2024-04-24;128,96;25,05;soja
2024-04-25;128,15;24,81;soja
2024-04-26;128,43;25,1;soja
2024-04-29;128,67;25,16;soja
2024-04-30;129,05;24,86;soja
2024-05-02;129,95;25,42;soja
2024-05-03;131,17;25,87;soja
2024-05-06;132,33;26,08;soja
2024-05-07;134,69;26,56;soja
2024-05-08;134,78;26,46;soja
2024-05-09;134,08;26,06;soja
2024-05-10;133,86;25,96;soja
2024-05-13;134,97;26,2;soja
2024-05-14;134,16;26,15;soja
2024-05-15;135,51;26,38;soja
2024-05-16;134,99;26,31;soja
2024-05-17;136,3;26,7;soja
2024-05-20;137,53;26,92;soja
2024-05-21;138,17;27,01;soja
2024-05-22;140,16;27,19;soja
2024-05-23;140,2;27,2;soja
2024-05-24;139,71;27,01;soja
2024-05-27;139,95;27,06;soja
2024-05-28;138,04;26,75;soja
2024-05-29;137,75;26,47;soja
2024-05-31;137,79;26,21;soja
2024-06-03;136,66;26,12;soja
2024-06-04;136,36;25,79;soja
2024-06-05;136,97;25,85;soja
2024-06-06;138,47;26,35;soja
2024-06-07;138,29;26,01;soja
2024-06-10;140,14;26,17;soja
2024-06-11;140,2;26,16;soja
2024-06-12;140,11;25,91;soja
2024-06-13;140,53;26,15;soja
2024-06-14;140,06;26,05;soja
2024-06-17;139,02;25,63;soja
2024-06-18;138,88;25,56;soja
2024-06-19;139,21;25,55;soja
2024-06-20;138,93;25,66;soja
2024-06-21;138,95;25,52;soja
2024-06-24;138,26;25,63;soja
2024-06-25;138,48;25,4;soja
2024-06-26;139,61;25,31;soja
2024-06-27;139,32;25,32;soja
2024-06-28;139,94;25,04;soja
2024-07-01;140,23;24,87;soja
2024-07-02;143,33;25,35;soja
2024-07-03;142,62;25,64;soja
2024-07-04;142,63;26,01;soja
2024-07-05;141,37;25,86;soja
2024-07-08;139,75;25,52;soja
2024-07-09;137,78;25,43;soja
2024-07-10;136,32;25,18;soja
2024-07-11;134,96;24,79;soja
2024-07-12;135,01;24,85;soja
2024-07-15;132,86;24,39;soja
2024-07-16;132,4;24,37;soja
2024-07-17;133,95;24,42;soja
2024-07-18;136,02;24,38;soja
2024-07-19;136,27;24,34;soja
2024-07-22;138,27;24,81;soja
2024-07-23;139,61;24,97;soja
2024-07-24;141,12;24,95;soja
2024-07-25;141,35;25,06;soja
2024-07-26;140,18;24,76;soja
2024-07-29;137,28;24,39;soja
2024-07-30;135,61;24,11;soja
2024-07-31;137,18;24,23;soja
2024-08-01;137,67;24,0;soja
2024-08-02;139,05;24,35;soja
2024-08-05;139,58;24,34;soja
2024-08-06;139,84;24,74;soja
2024-08-07;137,95;24,52;soja
2024-08-08;137,8;24,72;soja
2024-08-09;135,04;24,5;soja
2024-08-12;133,05;24,18;soja
2024-08-13;130,96;24,0;soja
2024-08-14;128,12;23,41;soja
2024-08-15;128,99;23,53;soja
2024-08-16;127,77;23,36;soja
2024-08-19;127,38;23,55;soja
2024-08-20;128,07;23,42;soja
2024-08-21;129,14;23,59;soja
2024-08-22;131,16;23,47;soja
2024-08-23;131,05;23,93;soja
2024-08-26;130,03;23,69;soja
2024-08-27;132,21;24,03;soja
2024-08-28;132,78;23,93;soja
2024-08-29;134,93;24,01;soja
2024-08-30;138,13;24,45;soja
2024-09-02;138,78;24,73;soja
2024-09-03;139,06;24,62;soja
2024-09-04;141,62;25,12;soja
2024-09-05;140,66;25,21;soja
2024-09-06;140,5;25,11;soja
2024-09-09;140,82;25,22;soja
2024-09-10;140,0;24,75;soja
2024-09-11;139,87;24,75;soja
2024-09-12;140,98;25,09;soja
2024-09-13;140,67;25,28;soja
2024-09-16;138,62;25,14;soja
2024-09-17;138,02;25,16;soja
2024-09-18;138,77;25,49;soja
2024-09-19;137,54;25,34;soja
2024-09-20;138,12;25,03;soja
2024-09-23;140,66;25,42;soja
2024-09-24;141,06;25,84;soja
2024-09-25;140,06;25,57;soja
2024-09-26;140,59;25,81;soja
2024-09-27;140,42;25,83;soja
2024-09-30;141,16;25,87;soja
2024-10-01;140,81;25,8;soja
2024-10-02;140,63;25,82;soja
2024-10-03;142,27;26,0;soja
2024-10-04;141,66;25,95;soja
2024-10-07;140,72;25,66;soja
2024-10-08;140,24;25,35;soja
2024-10-09;140,92;25,24;soja
2024-10-10;141,38;25,31;soja
2024-10-11;141,42;25,15;soja
2024-10-14;141,4;25,33;soja
2024-10-15;140,35;24,81;soja
2024-10-16;142,03;25,07;soja
2024-10-17;140,36;24,77;soja
2024-10-18;140,42;24,67;soja
2024-10-21;141,02;24,73;soja
2024-10-22;142,4;24,97;soja
2024-10-23;142,89;25,11;soja
2024-10-24;144,28;25,42;soja
2024-10-25;143,81;25,19;soja
2024-10-28;143,09;25,07;soja
2024-10-29;142,59;24,74;soja
2024-10-30;143,56;24,91;soja
2024-10-31;143,9;24,89;soja
2024-11-01;144,28;24,58;soja
2024-11-04;144,59;25,04;soja
2024-11-05;144,46;25,12;soja
2024-11-06;143,87;25,32;soja
2024-11-07;143,26;25,2;soja
2024-11-08;144,09;25,05;soja
2024-11-11;145,82;25,27;soja
2024-11-12;144,83;25,11;soja
2024-11-13;143,68;24,78;soja
2024-11-14;143,61;24,85;soja
2024-11-18;142,21;24,76;soja
2024-11-19;141,98;24,59;soja
2024-11-21;142,39;24,47;soja
2024-11-22;142,0;24,44;soja
2024-11-25;141,9;24,43;soja
2024-11-26;141,95;24,44;soja
2024-11-27;141,75;23,96;soja
2024-11-28;142,43;23,79;soja
2024-11-29;145,64;24,25;soja
2024-12-02;145,04;23,9;soja
2024-12-03;145,57;24,04;soja
2024-12-04;143,51;23,76;soja
2024-12-05;142,76;23,79;soja
2024-12-06;141,67;23,27;soja
2024-12-09;142,93;23,49;soja
2024-12-10;143,52;23,69;soja
2024-12-11;142,83;23,75;soja
2024-12-12;142,91;23,68;soja
2024-12-13;141,62;23,44;soja
2024-12-16;139,8;22,98;soja
2024-12-17;140,96;23,17;soja
2024-12-18;139,44;22,34;soja
2024-12-19;137,46;22,48;soja
2024-12-20;137,87;22,75;soja
2024-12-23;137,35;22,19;soja
2024-12-26;138,51;22,42;soja
2024-12-27;139,06;22,46;soja
2024-12-30;139,41;22,56;soja
2025-01-02;138,93;22,54;soja
2025-01-03;138,1;22,34;soja
2025-01-06;137,32;22,46;soja
2025-01-07;134,16;21,94;soja
2025-01-08;136,5;22,35;soja
2025-01-09;137,53;22,72;soja
2025-01-10;137,91;22,61;soja
2025-01-13;137,9;22,61;soja
2025-01-14;137,31;22,71;soja
2025-01-15;136,34;22,65;soja
2025-01-16;134,2;22,14;soja
2025-01-17;133,07;21,95;soja
2025-01-20;133,23;22,04;soja
2025-01-21;134,44;22,29;soja
2025-01-22;133,52;22,48;soja
2025-01-23;133,8;22,61;soja
2025-01-24;134,41;22,73;soja
2025-01-27;132,29;22,38;soja
2025-01-28;130,04;22,15;soja
2025-01-29;130,7;22,23;soja
2025-01-30;130,99;22,32;soja
2025-01-31;128,99;22,09;soja
2025-02-03;130,04;22,36;soja
2025-02-04;130,47;22,62;soja
2025-02-05;131,35;22,69;soja
2025-02-06;132,05;22,89;soja
2025-02-07;131,41;22,7;soja
2025-02-10;131,07;22,64;soja
2025-02-11;132,63;22,99;soja
2025-02-12;131,64;22,85;soja
2025-02-13;130,68;22,65;soja
2025-02-14;130,83;22,94;soja
2025-02-17;131,25;22,99;soja
2025-02-18;130,35;22,9;soja
2025-02-19;130,57;22,84;soja
2025-02-20;131,17;22,98;soja
2025-02-21;131,78;23,01;soja
2025-02-24;130,87;22,76;soja
2025-02-25;132,19;22,97;soja
2025-02-26;132,04;22,77;soja
2025-02-27;134,55;23,08;soja
2025-02-28;134,42;22,76;soja
2025-03-05;133,44;23,18;soja
2025-03-06;135,72;23,55;soja
2025-03-07;134,19;23,17;soja
2025-03-10;134,86;23,04;soja
2025-03-11;134,52;23,16;soja
2025-03-12;132,37;22,8;soja
2025-03-13;134,88;23,26;soja
2025-03-14;134,36;23,4;soja
2025-03-17;133,05;23,45;soja
2025-03-18;133,72;23,57;soja
2025-03-19;132,78;23,5;soja
2025-03-20;133,32;23,52;soja
2025-03-21;133,38;23,33;soja
2025-03-24;134,1;23,31;soja
2025-03-25;132,11;23,17;soja
2025-03-26;131,72;22,97;soja
2025-03-27;133,13;23,13;soja
2025-03-28;132,47;23,01;soja
2025-03-31;132,19;23,17;soja
2025-04-01;132,1;23,24;soja
2025-04-02;132,04;23,19;soja
2025-04-03;131,77;23,42;soja
2025-04-04;132,68;22,73;soja
2025-04-07;134,85;22,81;soja
2025-04-08;134,61;22,48;soja
2025-04-09;136,85;23,44;soja
2025-04-10;137,36;23,27;soja
2025-04-11;137,89;23,49;soja
2025-04-14;137,18;23,44;soja
2025-04-15;135,3;22,96;soja
2025-04-16;136,7;23,29;soja
2025-04-17;135,61;23,35;soja
2025-04-22;134,31;23,47;soja
2025-04-23;135,03;23,63;soja
2025-04-24;135,13;23,78;soja
2025-04-25;135,04;23,76;soja
2025-04-28;134,42;23,77;soja
2025-04-29;132,59;23,54;soja
2025-04-30;132,14;23,3;soja
2025-05-02;133,16;23,55;soja
2025-05-05;132,13;23,23;soja
2025-05-06;133,3;23,36;soja
2025-05-07;132,6;23,02;soja
2025-05-08;132,52;23,37;soja
2025-05-09;132,53;23,44;soja
2025-05-12;133,42;23,46;soja
2025-05-13;132,94;23,74;soja
2025-05-14;132,98;23,63;soja
2025-05-15;131,74;23,19;soja
2025-05-16;132,49;23,37;soja
2025-05-19;132,68;23,47;soja
2025-05-20;132,73;23,41;soja
2025-05-21;133,66;23,66;soja
2025-05-22;133,76;23,67;soja
2025-05-23;133,67;23,64;soja
2025-05-26;133,45;23,52;soja
2025-05-27;133,72;23,67;soja
2025-05-28;133,98;23,53;soja
2025-05-29;133,0;23,46;soja
2025-05-30;134,56;23,53;soja
2025-06-02;133,2;23,44;soja
2025-06-03;133,14;23,6;soja
2025-06-04;133,99;23,71;soja
2025-06-05;134,04;23,97;soja
2025-06-06;133,76;24,05;soja
2025-06-09;134,06;24,1;soja
2025-06-10;134,09;24,06;soja
2025-06-11;134,38;24,23;soja
2025-06-12;134,26;24,21;soja
2025-06-13;134,06;24,21;soja
2025-06-16;134,47;24,48;soja
2025-06-17;134,98;24,54;soja
2025-06-18;134,7;24,48;soja
2025-06-20;135,06;24,45;soja
2025-06-23;135,48;24,61;soja
2025-06-24;134,43;24,38;soja
2025-06-25;134,71;24,25;soja
2025-06-26;135,51;24,63;soja
2025-06-27;134,56;24,53;soja
2025-06-30;135,04;24,87;soja
2025-07-01;134,59;24,64;soja
2025-07-02;135,91;25,06;soja
2025-07-03;136,5;25,22;soja
2025-07-04;136,17;25,1;soja
2025-07-07;135,68;24,76;soja
2025-07-08;135,28;24,84;soja
2025-07-09;134,91;24,56;soja
2025-07-10;136,58;24,65;soja
2025-07-11;136,14;24,54;soja
2025-07-14;136,48;24,44;soja
2025-07-15;136,4;24,52;soja
2025-07-16;136,48;24,54;soja
2025-07-17;137,46;24,78;soja
2025-07-18;137,77;24,66;soja
2025-07-21;138,11;24,8;soja
2025-07-22;138,16;24,82;soja
2025-07-23;138,82;25,13;soja
2025-07-24;137,19;24,86;soja
2025-07-25;137,13;24,63;soja
2025-07-28;138,68;24,78;soja
2025-07-29;137,85;24,75;soja
2025-07-30;137,99;24,76;soja
2025-07-31;138,22;24,68;soja
2025-08-01;139,04;25,06;soja
2025-08-04;139,23;25,28;soja
2025-08-05;140,97;25,6;soja
2025-08-06;138,83;25,41;soja
2025-08-07;139,04;25,58;soja
2025-08-08;139,09;25,56;soja
2025-08-11;140,29;25,76;soja
2025-08-12;139,3;25,84;soja
2025-08-13;141,83;26,25;soja
2025-08-14;140,85;26,0;soja
2025-08-15;140,99;26,12;soja
2025-08-18;141,96;26,13;soja
2025-08-19;141,77;25,77;soja
2025-08-20;142,84;26,1;soja
2025-08-21;142,92;26,08;soja
2025-08-22;141,89;26,16;soja
2025-08-25;140,54;25,95;soja
2025-08-26;139,65;25,7;soja
2025-08-27;140,26;25,87;soja
2025-08-28;139,66;25,84;soja
2025-08-29;139,56;25,75;soja
2025-09-01;139,97;25,71;soja
2025-09-02;140,13;25,6;soja
2025-09-03;141,27;25,88;soja
2025-09-04;141,11;25,91;soja
2025-09-05;140,82;26,02;soja
2025-09-08;140,76;25,97;soja
2025-09-09;141,74;26,08;soja
2025-09-10;141,46;26,16;soja
2025-09-11;141,04;26,15;soja
2025-09-12;141,24;26,37;soja
2025-09-15;140,67;26,45;soja
2025-09-16;140,18;26,46;soja
2025-09-17;140,29;26,48;soja
2025-09-18;139,81;26,33;soja
2025-09-19;139,33;26,19;soja
2025-09-22;137,17;25,7;soja
2025-09-23;135,57;25,65;soja
2025-09-24;133,67;25,09;soja
2025-09-25;133,91;24,95;soja
2025-09-26;134,88;25,26;soja
2025-09-29;134,39;25,27;soja
2025-09-30;133,62;25,1;soja
2025-10-01;134,43;25,26;soja
2025-10-02;135,12;25,3;soja
2025-10-03;136,24;25,56;soja
2025-10-06;135,92;25,59;soja
2025-10-07;136,54;25,53;soja
2025-10-08;136,94;25,63;soja
2025-10-09;136,72;25,42;soja
2025-10-10;137,19;24,95;soja
2025-10-13;138,11;25,3;soja
2025-10-14;138,26;25,3;soja
2025-10-15;138,26;25,34;soja
2025-10-16;138,17;25,37;soja
2025-10-17;138,77;25,67;soja
2025-10-20;138,52;25,78;soja
2025-10-21;138,27;25,66;soja
2025-10-22;138,11;25,57;soja
2025-10-23;138,55;25,72;soja
2025-10-24;138,66;25,72;soja
2025-10-27;138,79;25,84;soja
2025-10-28;139,83;26,09;soja
2025-10-29;139,32;25,96;soja
2025-10-30;140,25;26,08;soja
2025-10-31;139,88;25,99;soja
2025-11-03;140,2;26,18;soja
2025-11-04;140,38;26,01;soja
2025-11-05;140,22;26,17;soja
2025-11-06;139,31;26,05;soja
2025-11-07;138,86;26,01;soja
2025-11-10;139,72;26,33;soja
2025-11-11;138,93;26,36;soja
2025-11-12;140,09;26,47;soja
2025-11-13;139,99;26,43;soja
2025-11-14;140,08;26,43;soja
2025-11-17;140,29;26,34;soja
2025-11-18;141,13;26,54;soja
2025-11-19;141,7;26,55;soja
2025-11-21;140,93;26,11;soja
2025-11-24;140,53;26,05;soja
2025-11-25;141,08;26,24;soja
2025-11-26;141,7;26,55;soja
2025-11-27;141,9;26,5;soja
2025-11-28;141,94;26,62;soja
2025-12-01;141,75;26,45;soja
2025-12-02;142,02;26,64;soja
2025-12-03;141,26;26,59;soja
2025-12-04;141,26;26,61;soja
2025-12-05;141,75;25,98;soja
2025-12-08;142,37;26,25;soja
2025-12-09;142,19;26,14;soja
2025-12-10;142,63;26,04;soja
2025-12-11;142,52;26,39;soja
2025-12-12;142,31;26,29;soja
2025-12-15;141,05;26,01;soja
2025-12-16;140,32;25,67;soja
2025-12-17;141,82;25,68;soja
2025-12-18;142,51;25,81;soja
2025-12-19;142,94;25,85;soja
2025-12-22;142,67;25,56;soja
2025-12-23;142,67;25,76;soja
2025-12-26;142,62;25,73;soja
2025-12-29;142,6;25,56;soja
2025-12-30;141,01;25,7;soja
2026-01-02;142,14;26,22;soja
2026-01-05;137,15;25,39;soja
2026-01-06;134,71;25,05;soja
2026-01-07;134,64;24,98;soja
2026-01-08;134,61;24,97;soja
2026-01-09;133,85;24,94;soja
2026-01-12;131,06;24,41;soja
2026-01-13;130,9;24,33;soja
2026-01-14;130,59;24,19;soja
2026-01-15;131,6;24,54;soja
2026-01-16;131,45;24,47;soja
2026-01-19;131,77;24,57;soja
2026-01-20;130,95;24,35;soja
2026-01-21;129,71;24,39;soja
2026-01-22;129,34;24,48;soja
2026-01-23;128,66;24,34;soja
2026-01-26;127,54;24,15;soja
2026-01-27;124,76;23,97;soja
2026-01-28;125,05;23,97;soja
2026-01-29;125,25;24,12;soja
2026-01-30;124,91;23,79;soja
2026-02-02;124,88;23,75;soja
2026-02-03;124,55;23,77;soja
2026-02-04;124,34;23,63;soja
2026-02-05;125,61;23,91;soja
2026-02-06;126,43;24,22;soja
2026-02-09;124,73;24,04;soja
2026-02-10;125,47;24,12;soja
2026-02-11;126,95;24,48;soja
2026-02-12;126,2;24,26;soja
2026-02-13;127,27;24,36;soja
2026-02-18;127,49;24,31;soja
2026-02-19;129,06;24,7;soja
2026-02-20;128,49;24,81;soja
2026-02-23;126,16;24,41;soja
2026-02-24;126,53;24,55;soja
2026-02-25;126,17;24,61;soja
2026-02-26;126,77;24,64;soja
2026-02-27;126,83;24,69;soja
2026-03-02;127,27;24,62;soja
2026-03-03;128,66;24,41;soja
2026-03-04;128,21;24,57;soja
2026-03-05;129,54;24,53;soja
2026-03-06;131,18;24,99;soja
2026-03-09;130,02;25,14;soja
2026-03-10;128,8;24,96;soja
2026-03-11;129,29;25,04;soja
2026-03-12;130,87;24,99;soja
2026-03-13;130,2;24,51;soja
2026-03-16;129,36;24,73;soja
2026-03-17;127,12;24,42;soja
2026-03-18;127,27;24,34;soja
2026-03-19;129,38;24,81;soja
2026-03-20;130,61;24,55;soja
