id_evento,id_animal,brinco,data_evento,tipo,produto,dose_ml,custo_unit,custo_total
1792,147,BR0147,2024-08-01,vacina,Febre Aftosa,4.9,4.5,22.05
1793,147,BR0147,2025-01-01,vacina,Febre Aftosa,4.6,4.5,20.7
1794,147,BR0147,2024-08-01,vacina,Brucelose,3.7,6.2,22.94
1795,147,BR0147,2025-01-01,vacina,Brucelose,3.2,6.2,19.84
1796,147,BR0147,2024-08-01,vacina,Raiva,3.1,3.8,11.78
1797,147,BR0147,2025-01-01,vacina,Raiva,2.0,3.8,7.6
1798,147,BR0147,2024-07-01,vermifugacao,Ivermectina,9.5,8.9,84.55
1799,147,BR0147,2024-09-29,vermifugacao,Ivermectina,8.0,8.9,71.2
1800,147,BR0147,2024-12-28,vermifugacao,Doramectina,5.6,11.2,62.72
1801,147,BR0147,2025-03-28,vermifugacao,Doramectina,5.8,11.2,64.96
1802,147,BR0147,2025-06-26,vermifugacao,Doramectina,6.2,11.2,69.44
1803,147,BR0147,2025-09-24,vermifugacao,Doramectina,5.6,11.2,62.72
1804,148,BR0148,2024-08-01,vacina,Febre Aftosa,4.4,4.5,19.8
1805,148,BR0148,2025-01-01,vacina,Febre Aftosa,3.2,4.5,14.4
1806,148,BR0148,2024-08-01,vacina,Brucelose,4.5,6.2,27.9
1807,148,BR0148,2025-01-01,vacina,Brucelose,4.0,6.2,24.8
1808,148,BR0148,2024-08-01,vacina,Raiva,4.4,3.8,16.72
1809,148,BR0148,2025-01-01,vacina,Raiva,4.4,3.8,16.72
1810,148,BR0148,2024-07-01,vermifugacao,Ivermectina,6.8,8.9,60.52
1811,148,BR0148,2024-09-29,vermifugacao,Ivermectina,5.0,8.9,44.5
1812,148,BR0148,2024-12-28,vermifugacao,Doramectina,8.2,11.2,91.84
1813,148,BR0148,2025-03-28,vermifugacao,Doramectina,7.6,11.2,85.12
1814,148,BR0148,2025-06-26,vermifugacao,Doramectina,7.9,11.2,88.48
1815,148,BR0148,2025-09-24,vermifugacao,Ivermectina,9.7,8.9,86.33
1816,149,BR0149,2024-08-01,vacina,Febre Aftosa,3.4,4.5,15.3
1817,149,BR0149,2025-01-01,vacina,Febre Aftosa,3.0,4.5,13.5
1818,149,BR0149,2024-08-01,vacina,Brucelose,2.5,6.2,15.5
1819,149,BR0149,2025-01-01,vacina,Brucelose,3.2,6.2,19.84
1820,149,BR0149,2024-08-01,vacina,Raiva,3.1,3.8,11.78
1821,149,BR0149,2025-01-01,vacina,Raiva,3.7,3.8,14.06
1822,149,BR0149,2024-07-01,vermifugacao,Doramectina,9.0,11.2,100.8
1823,149,BR0149,2024-09-29,vermifugacao,Doramectina,8.6,11.2,96.32
1824,149,BR0149,2024-12-28,vermifugacao,Ivermectina,7.1,8.9,63.19
1825,149,BR0149,2025-03-28,vermifugacao,Doramectina,5.2,11.2,58.24
1826,149,BR0149,2025-06-26,vermifugacao,Ivermectina,5.9,8.9,52.51
1827,149,BR0149,2025-09-24,vermifugacao,Doramectina,6.0,11.2,67.2
1828,150,BR0150,2024-08-01,vacina,Febre Aftosa,3.7,4.5,16.65
1829,150,BR0150,2025-01-01,vacina,Febre Aftosa,2.5,4.5,11.25
1830,150,BR0150,2024-08-01,vacina,Brucelose,2.8,6.2,17.36
1831,150,BR0150,2025-01-01,vacina,Brucelose,3.5,6.2,21.7
1832,150,BR0150,2024-08-01,vacina,Raiva,3.3,3.8,12.54
1833,150,BR0150,2025-01-01,vacina,Raiva,4.3,3.8,16.34
1834,150,BR0150,2024-07-01,vermifugacao,Doramectina,7.8,11.2,87.36
1835,150,BR0150,2024-09-29,vermifugacao,Ivermectina,9.1,8.9,80.99
1836,150,BR0150,2024-12-28,vermifugacao,Doramectina,6.8,11.2,76.16
1837,150,BR0150,2025-03-28,vermifugacao,Ivermectina,6.1,8.9,54.29
1838,150,BR0150,2025-06-26,vermifugacao,Ivermectina,8.4,8.9,74.76
1839,150,BR0150,2025-09-24,vermifugacao,Doramectina,6.4,11.2,71.68
1840,150,BR0150,2025-05-15,tratamento,Antibiótico,5.4,45.0,243.0
1841,150,BR0150,2025-09-28,tratamento,Anti-inflamatório,12.6,28.5,359.1
1842,150,BR0150,2024-10-03,tratamento,Antibiótico,11.6,45.0,522.0
1843,151,BR0151,2024-08-01,vacina,Febre Aftosa,4.0,4.5,18.0
1844,151,BR0151,2025-01-01,vacina,Febre Aftosa,4.5,4.5,20.25
1845,151,BR0151,2024-08-01,vacina,Brucelose,2.1,6.2,13.02
1846,151,BR0151,2025-01-01,vacina,Brucelose,2.1,6.2,13.02
1847,151,BR0151,2024-08-01,vacina,Raiva,3.1,3.8,11.78
1848,151,BR0151,2025-01-01,vacina,Raiva,2.4,3.8,9.12
1849,151,BR0151,2024-07-01,vermifugacao,Ivermectina,9.6,8.9,85.44
1850,151,BR0151,2024-09-29,vermifugacao,Doramectina,7.0,11.2,78.4
1851,151,BR0151,2024-12-28,vermifugacao,Doramectina,9.6,11.2,107.52
1852,151,BR0151,2025-03-28,vermifugacao,Doramectina,5.8,11.2,64.96
1853,151,BR0151,2025-06-26,vermifugacao,Doramectina,6.9,11.2,77.28
1854,151,BR0151,2025-09-24,vermifugacao,Ivermectina,9.5,8.9,84.55
1855,151,BR0151,2024-12-20,tratamento,Antibiótico,4.8,45.0,216.0
1856,151,BR0151,2024-10-01,tratamento,Anti-inflamatório,14.4,28.5,410.4
1857,151,BR0151,2025-03-24,suplemento,Suplemento Mineral,13.9,15.3,212.67
1858,152,BR0152,2024-08-01,vacina,Febre Aftosa,2.9,4.5,13.05
1859,152,BR0152,2025-01-01,vacina,Febre Aftosa,3.6,4.5,16.2
1860,152,BR0152,2024-08-01,vacina,Brucelose,2.1,6.2,13.02
1861,152,BR0152,2025-01-01,vacina,Brucelose,3.6,6.2,22.32
1862,152,BR0152,2024-08-01,vacina,Raiva,3.9,3.8,14.82
1863,152,BR0152,2025-01-01,vacina,Raiva,2.7,3.8,10.26
1864,152,BR0152,2024-07-01,vermifugacao,Doramectina,7.2,11.2,80.64
1865,152,BR0152,2024-09-29,vermifugacao,Ivermectina,8.4,8.9,74.76
1866,152,BR0152,2024-12-28,vermifugacao,Doramectina,9.5,11.2,106.4
1867,152,BR0152,2025-03-28,vermifugacao,Doramectina,7.8,11.2,87.36
1868,152,BR0152,2025-06-26,vermifugacao,Ivermectina,6.1,8.9,54.29
1869,152,BR0152,2025-09-24,vermifugacao,Ivermectina,9.8,8.9,87.22
1870,153,BR0153,2024-08-01,vacina,Febre Aftosa,4.4,4.5,19.8
1871,153,BR0153,2025-01-01,vacina,Febre Aftosa,3.9,4.5,17.55
1872,153,BR0153,2024-08-01,vacina,Brucelose,2.2,6.2,13.64
1873,153,BR0153,2025-01-01,vacina,Brucelose,4.5,6.2,27.9
1874,153,BR0153,2024-08-01,vacina,Raiva,4.0,3.8,15.2
1875,153,BR0153,2025-01-01,vacina,Raiva,2.6,3.8,9.88
1876,153,BR0153,2024-07-01,vermifugacao,Doramectina,5.1,11.2,57.12
1877,153,BR0153,2024-09-29,vermifugacao,Doramectina,5.4,11.2,60.48
1878,153,BR0153,2024-12-28,vermifugacao,Doramectina,6.3,11.2,70.56
1879,153,BR0153,2025-03-28,vermifugacao,Ivermectina,5.7,8.9,50.73
1880,153,BR0153,2025-06-26,vermifugacao,Doramectina,7.6,11.2,85.12
1881,153,BR0153,2025-09-24,vermifugacao,Doramectina,7.8,11.2,87.36
1882,154,BR0154,2024-08-01,vacina,Febre Aftosa,3.6,4.5,16.2
1883,154,BR0154,2025-01-01,vacina,Febre Aftosa,3.1,4.5,13.95
1884,154,BR0154,2024-08-01,vacina,Brucelose,4.4,6.2,27.28
1885,154,BR0154,2025-01-01,vacina,Brucelose,3.3,6.2,20.46
1886,154,BR0154,2024-08-01,vacina,Raiva,3.0,3.8,11.4
1887,154,BR0154,2025-01-01,vacina,Raiva,4.2,3.8,15.96
1888,154,BR0154,2024-07-01,vermifugacao,Ivermectina,8.3,8.9,73.87
1889,154,BR0154,2024-09-29,vermifugacao,Doramectina,9.9,11.2,110.88
1890,154,BR0154,2024-12-28,vermifugacao,Doramectina,7.9,11.2,88.48
1891,154,BR0154,2025-03-28,vermifugacao,Doramectina,9.3,11.2,104.16
1892,154,BR0154,2025-06-26,vermifugacao,Doramectina,7.5,11.2,84.0
1893,154,BR0154,2025-09-24,vermifugacao,Doramectina,8.7,11.2,97.44
1894,155,BR0155,2024-08-01,vacina,Febre Aftosa,2.5,4.5,11.25
1895,155,BR0155,2025-01-01,vacina,Febre Aftosa,2.9,4.5,13.05
1896,155,BR0155,2024-08-01,vacina,Brucelose,3.0,6.2,18.6
1897,155,BR0155,2025-01-01,vacina,Brucelose,3.7,6.2,22.94
1898,155,BR0155,2024-08-01,vacina,Raiva,4.5,3.8,17.1
1899,155,BR0155,2025-01-01,vacina,Raiva,4.8,3.8,18.24
1900,155,BR0155,2024-07-01,vermifugacao,Ivermectina,7.2,8.9,64.08
1901,155,BR0155,2024-09-29,vermifugacao,Doramectina,7.4,11.2,82.88
1902,155,BR0155,2024-12-28,vermifugacao,Doramectina,9.2,11.2,103.04
1903,155,BR0155,2025-03-28,vermifugacao,Ivermectina,8.1,8.9,72.09
1904,155,BR0155,2025-06-26,vermifugacao,Ivermectina,6.8,8.9,60.52
1905,155,BR0155,2025-09-24,vermifugacao,Doramectina,8.3,11.2,92.96
1906,156,BR0156,2024-08-01,vacina,Febre Aftosa,4.9,4.5,22.05
1907,156,BR0156,2025-01-01,vacina,Febre Aftosa,3.8,4.5,17.1
1908,156,BR0156,2024-08-01,vacina,Brucelose,2.7,6.2,16.74
1909,156,BR0156,2025-01-01,vacina,Brucelose,3.4,6.2,21.08
1910,156,BR0156,2024-08-01,vacina,Raiva,4.0,3.8,15.2
1911,156,BR0156,2025-01-01,vacina,Raiva,3.0,3.8,11.4
1912,156,BR0156,2024-07-01,vermifugacao,Ivermectina,7.3,8.9,64.97
1913,156,BR0156,2024-09-29,vermifugacao,Doramectina,9.7,11.2,108.64
1914,156,BR0156,2024-12-28,vermifugacao,Ivermectina,9.1,8.9,80.99
1915,156,BR0156,2025-03-28,vermifugacao,Doramectina,9.2,11.2,103.04
1916,156,BR0156,2025-06-26,vermifugacao,Doramectina,9.5,11.2,106.4
1917,156,BR0156,2025-09-24,vermifugacao,Doramectina,7.2,11.2,80.64
1918,157,BR0157,2024-08-01,vacina,Febre Aftosa,4.1,4.5,18.45
1919,157,BR0157,2025-01-01,vacina,Febre Aftosa,4.2,4.5,18.9
1920,157,BR0157,2024-08-01,vacina,Brucelose,2.5,6.2,15.5
1921,157,BR0157,2025-01-01,vacina,Brucelose,4.7,6.2,29.14
1922,157,BR0157,2024-08-01,vacina,Raiva,4.3,3.8,16.34
1923,157,BR0157,2025-01-01,vacina,Raiva,4.8,3.8,18.24
1924,157,BR0157,2024-07-01,vermifugacao,Doramectina,5.2,11.2,58.24
1925,157,BR0157,2024-09-29,vermifugacao,Ivermectina,6.8,8.9,60.52
1926,157,BR0157,2024-12-28,vermifugacao,Doramectina,8.8,11.2,98.56
1927,157,BR0157,2025-03-28,vermifugacao,Ivermectina,8.5,8.9,75.65
1928,157,BR0157,2025-06-26,vermifugacao,Ivermectina,9.6,8.9,85.44
1929,157,BR0157,2025-09-24,vermifugacao,Ivermectina,5.2,8.9,46.28
1930,158,BR0158,2024-08-01,vacina,Febre Aftosa,3.3,4.5,14.85
1931,158,BR0158,2025-01-01,vacina,Febre Aftosa,3.7,4.5,16.65
1932,158,BR0158,2024-08-01,vacina,Brucelose,3.3,6.2,20.46
1933,158,BR0158,2025-01-01,vacina,Brucelose,4.9,6.2,30.38
1934,158,BR0158,2024-08-01,vacina,Raiva,3.8,3.8,14.44
1935,158,BR0158,2025-01-01,vacina,Raiva,4.2,3.8,15.96
1936,158,BR0158,2024-07-01,vermifugacao,Ivermectina,9.5,8.9,84.55
1937,158,BR0158,2024-09-29,vermifugacao,Doramectina,5.1,11.2,57.12
1938,158,BR0158,2024-12-28,vermifugacao,Ivermectina,5.8,8.9,51.62
1939,158,BR0158,2025-03-28,vermifugacao,Ivermectina,6.4,8.9,56.96
1940,158,BR0158,2025-06-26,vermifugacao,Doramectina,8.3,11.2,92.96
1941,158,BR0158,2025-09-24,vermifugacao,Doramectina,6.4,11.2,71.68
1942,159,BR0159,2024-08-01,vacina,Febre Aftosa,4.9,4.5,22.05
1943,159,BR0159,2025-01-01,vacina,Febre Aftosa,3.8,4.5,17.1
1944,159,BR0159,2024-08-01,vacina,Brucelose,4.8,6.2,29.76
1945,159,BR0159,2025-01-01,vacina,Brucelose,4.9,6.2,30.38
1946,159,BR0159,2024-08-01,vacina,Raiva,2.6,3.8,9.88
1947,159,BR0159,2025-01-01,vacina,Raiva,2.9,3.8,11.02
1948,159,BR0159,2024-07-01,vermifugacao,Doramectina,7.8,11.2,87.36
1949,159,BR0159,2024-09-29,vermifugacao,Doramectina,7.6,11.2,85.12
1950,159,BR0159,2024-12-28,vermifugacao,Ivermectina,5.7,8.9,50.73
1951,159,BR0159,2025-03-28,vermifugacao,Ivermectina,6.5,8.9,57.85
1952,159,BR0159,2025-06-26,vermifugacao,Ivermectina,8.8,8.9,78.32
1953,159,BR0159,2025-09-24,vermifugacao,Ivermectina,5.6,8.9,49.84
1954,160,BR0160,2024-08-01,vacina,Febre Aftosa,2.1,4.5,9.45
1955,160,BR0160,2025-01-01,vacina,Febre Aftosa,3.9,4.5,17.55
1956,160,BR0160,2024-08-01,vacina,Brucelose,4.7,6.2,29.14
1957,160,BR0160,2025-01-01,vacina,Brucelose,4.7,6.2,29.14
1958,160,BR0160,2024-08-01,vacina,Raiva,4.1,3.8,15.58
1959,160,BR0160,2025-01-01,vacina,Raiva,3.4,3.8,12.92
1960,160,BR0160,2024-07-01,vermifugacao,Doramectina,7.6,11.2,85.12
1961,160,BR0160,2024-09-29,vermifugacao,Doramectina,6.7,11.2,75.04
1962,160,BR0160,2024-12-28,vermifugacao,Doramectina,8.9,11.2,99.68
1963,160,BR0160,2025-03-28,vermifugacao,Doramectina,9.6,11.2,107.52
1964,160,BR0160,2025-06-26,vermifugacao,Ivermectina,6.3,8.9,56.07
1965,160,BR0160,2025-09-24,vermifugacao,Doramectina,5.6,11.2,62.72
1966,161,BR0161,2024-08-01,vacina,Febre Aftosa,4.1,4.5,18.45
1967,161,BR0161,2025-01-01,vacina,Febre Aftosa,3.4,4.5,15.3
1968,161,BR0161,2024-08-01,vacina,Brucelose,2.7,6.2,16.74
1969,161,BR0161,2025-01-01,vacina,Brucelose,4.6,6.2,28.52
1970,161,BR0161,2024-08-01,vacina,Raiva,4.2,3.8,15.96
1971,161,BR0161,2025-01-01,vacina,Raiva,4.7,3.8,17.86
1972,161,BR0161,2024-07-01,vermifugacao,Ivermectina,9.7,8.9,86.33
1973,161,BR0161,2024-09-29,vermifugacao,Ivermectina,6.0,8.9,53.4
1974,161,BR0161,2024-12-28,vermifugacao,Doramectina,6.5,11.2,72.8
1975,161,BR0161,2025-03-28,vermifugacao,Doramectina,5.6,11.2,62.72
1976,161,BR0161,2025-06-26,vermifugacao,Ivermectina,6.0,8.9,53.4
1977,161,BR0161,2025-09-24,vermifugacao,Ivermectina,7.9,8.9,70.31
1978,162,BR0162,2024-08-01,vacina,Febre Aftosa,4.7,4.5,21.15
1979,162,BR0162,2025-01-01,vacina,Febre Aftosa,2.1,4.5,9.45
1980,162,BR0162,2024-08-01,vacina,Brucelose,3.0,6.2,18.6
1981,162,BR0162,2025-01-01,vacina,Brucelose,4.2,6.2,26.04
1982,162,BR0162,2024-08-01,vacina,Raiva,4.3,3.8,16.34
1983,162,BR0162,2025-01-01,vacina,Raiva,3.2,3.8,12.16
1984,162,BR0162,2024-07-01,vermifugacao,Doramectina,8.6,11.2,96.32
1985,162,BR0162,2024-09-29,vermifugacao,Doramectina,5.3,11.2,59.36
1986,162,BR0162,2024-12-28,vermifugacao,Doramectina,6.1,11.2,68.32
1987,162,BR0162,2025-03-28,vermifugacao,Doramectina,6.6,11.2,73.92
1988,162,BR0162,2025-06-26,vermifugacao,Doramectina,6.9,11.2,77.28
1989,162,BR0162,2025-09-24,vermifugacao,Ivermectina,9.9,8.9,88.11
1990,163,BR0163,2024-08-01,vacina,Febre Aftosa,3.2,4.5,14.4
1991,163,BR0163,2025-01-01,vacina,Febre Aftosa,2.8,4.5,12.6
1992,163,BR0163,2024-08-01,vacina,Brucelose,2.9,6.2,17.98
1993,163,BR0163,2025-01-01,vacina,Brucelose,2.8,6.2,17.36
1994,163,BR0163,2024-08-01,vacina,Raiva,3.6,3.8,13.68
1995,163,BR0163,2025-01-01,vacina,Raiva,3.8,3.8,14.44
1996,163,BR0163,2024-07-01,vermifugacao,Doramectina,9.9,11.2,110.88
1997,163,BR0163,2024-09-29,vermifugacao,Ivermectina,6.1,8.9,54.29
1998,163,BR0163,2024-12-28,vermifugacao,Doramectina,6.1,11.2,68.32
1999,163,BR0163,2025-03-28,vermifugacao,Doramectina,7.7,11.2,86.24
2000,163,BR0163,2025-06-26,vermifugacao,Ivermectina,6.6,8.9,58.74
2001,163,BR0163,2025-09-24,vermifugacao,Ivermectina,7.3,8.9,64.97
2002,164,BR0164,2024-08-01,vacina,Febre Aftosa,2.9,4.5,13.05
2003,164,BR0164,2025-01-01,vacina,Febre Aftosa,2.1,4.5,9.45
2004,164,BR0164,2024-08-01,vacina,Brucelose,3.9,6.2,24.18
2005,164,BR0164,2025-01-01,vacina,Brucelose,2.8,6.2,17.36
2006,164,BR0164,2024-08-01,vacina,Raiva,4.0,3.8,15.2
2007,164,BR0164,2025-01-01,vacina,Raiva,4.2,3.8,15.96
2008,164,BR0164,2024-07-01,vermifugacao,Ivermectina,5.5,8.9,48.95
2009,164,BR0164,2024-09-29,vermifugacao,Doramectina,5.1,11.2,57.12
2010,164,BR0164,2024-12-28,vermifugacao,Doramectina,6.2,11.2,69.44
2011,164,BR0164,2025-03-28,vermifugacao,Ivermectina,8.2,8.9,72.98
2012,164,BR0164,2025-06-26,vermifugacao,Ivermectina,5.4,8.9,48.06
2013,164,BR0164,2025-09-24,vermifugacao,Ivermectina,5.7,8.9,50.73
2014,165,BR0165,2024-08-01,vacina,Febre Aftosa,2.0,4.5,9.0
2015,165,BR0165,2025-01-01,vacina,Febre Aftosa,3.9,4.5,17.55
2016,165,BR0165,2024-08-01,vacina,Brucelose,3.3,6.2,20.46
2017,165,BR0165,2025-01-01,vacina,Brucelose,2.6,6.2,16.12
2018,165,BR0165,2024-08-01,vacina,Raiva,2.3,3.8,8.74
2019,165,BR0165,2025-01-01,vacina,Raiva,3.3,3.8,12.54
2020,165,BR0165,2024-07-01,vermifugacao,Ivermectina,5.2,8.9,46.28
2021,165,BR0165,2024-09-29,vermifugacao,Doramectina,8.1,11.2,90.72
2022,165,BR0165,2024-12-28,vermifugacao,Doramectina,8.2,11.2,91.84
2023,165,BR0165,2025-03-28,vermifugacao,Doramectina,5.3,11.2,59.36
2024,165,BR0165,2025-06-26,vermifugacao,Ivermectina,5.2,8.9,46.28
2025,165,BR0165,2025-09-24,vermifugacao,Doramectina,9.6,11.2,107.52
2026,166,BR0166,2024-08-01,vacina,Febre Aftosa,3.1,4.5,13.95
2027,166,BR0166,2025-01-01,vacina,Febre Aftosa,2.2,4.5,9.9
2028,166,BR0166,2024-08-01,vacina,Brucelose,4.7,6.2,29.14
2029,166,BR0166,2025-01-01,vacina,Brucelose,4.7,6.2,29.14
2030,166,BR0166,2024-08-01,vacina,Raiva,4.6,3.8,17.48
2031,166,BR0166,2025-01-01,vacina,Raiva,4.5,3.8,17.1
2032,166,BR0166,2024-07-01,vermifugacao,Ivermectina,9.4,8.9,83.66
2033,166,BR0166,2024-09-29,vermifugacao,Ivermectina,7.4,8.9,65.86
2034,166,BR0166,2024-12-28,vermifugacao,Doramectina,5.3,11.2,59.36
2035,166,BR0166,2025-03-28,vermifugacao,Doramectina,7.7,11.2,86.24
2036,166,BR0166,2025-06-26,vermifugacao,Doramectina,6.1,11.2,68.32
2037,166,BR0166,2025-09-24,vermifugacao,Doramectina,7.2,11.2,80.64
2038,166,BR0166,2025-05-19,tratamento,Antibiótico,10.4,45.0,468.0
2039,166,BR0166,2024-12-02,suplemento,Suplemento Mineral,7.7,15.3,117.81
2040,166,BR0166,2025-07-29,suplemento,Suplemento Mineral,11.1,15.3,169.83
2041,167,BR0167,2024-08-01,vacina,Febre Aftosa,3.2,4.5,14.4
2042,167,BR0167,2025-01-01,vacina,Febre Aftosa,3.3,4.5,14.85
2043,167,BR0167,2024-08-01,vacina,Brucelose,4.6,6.2,28.52
2044,167,BR0167,2025-01-01,vacina,Brucelose,3.4,6.2,21.08
2045,167,BR0167,2024-08-01,vacina,Raiva,2.1,3.8,7.98
2046,167,BR0167,2025-01-01,vacina,Raiva,2.7,3.8,10.26
2047,167,BR0167,2024-07-01,vermifugacao,Ivermectina,6.2,8.9,55.18
2048,167,BR0167,2024-09-29,vermifugacao,Ivermectina,9.3,8.9,82.77
2049,167,BR0167,2024-12-28,vermifugacao,Ivermectina,8.8,8.9,78.32
2050,167,BR0167,2025-03-28,vermifugacao,Doramectina,7.3,11.2,81.76
2051,167,BR0167,2025-06-26,vermifugacao,Doramectina,8.6,11.2,96.32
2052,167,BR0167,2025-09-24,vermifugacao,Ivermectina,7.1,8.9,63.19
2053,168,BR0168,2024-08-01,vacina,Febre Aftosa,2.8,4.5,12.6
2054,168,BR0168,2025-01-01,vacina,Febre Aftosa,4.7,4.5,21.15
2055,168,BR0168,2024-08-01,vacina,Brucelose,3.0,6.2,18.6
2056,168,BR0168,2025-01-01,vacina,Brucelose,2.4,6.2,14.88
2057,168,BR0168,2024-08-01,vacina,Raiva,2.3,3.8,8.74
2058,168,BR0168,2025-01-01,vacina,Raiva,2.0,3.8,7.6
2059,168,BR0168,2024-07-01,vermifugacao,Ivermectina,5.7,8.9,50.73
2060,168,BR0168,2024-09-29,vermifugacao,Doramectina,5.1,11.2,57.12
2061,168,BR0168,2024-12-28,vermifugacao,Ivermectina,5.1,8.9,45.39
2062,168,BR0168,2025-03-28,vermifugacao,Doramectina,5.4,11.2,60.48
2063,168,BR0168,2025-06-26,vermifugacao,Ivermectina,9.6,8.9,85.44
2064,168,BR0168,2025-09-24,vermifugacao,Ivermectina,9.9,8.9,88.11
2065,169,BR0169,2024-08-01,vacina,Febre Aftosa,2.7,4.5,12.15
2066,169,BR0169,2025-01-01,vacina,Febre Aftosa,4.1,4.5,18.45
2067,169,BR0169,2024-08-01,vacina,Brucelose,3.8,6.2,23.56
2068,169,BR0169,2025-01-01,vacina,Brucelose,2.6,6.2,16.12
2069,169,BR0169,2024-08-01,vacina,Raiva,4.6,3.8,17.48
2070,169,BR0169,2025-01-01,vacina,Raiva,3.3,3.8,12.54
2071,169,BR0169,2024-07-01,vermifugacao,Doramectina,6.0,11.2,67.2
2072,169,BR0169,2024-09-29,vermifugacao,Ivermectina,8.2,8.9,72.98
2073,169,BR0169,2024-12-28,vermifugacao,Ivermectina,5.1,8.9,45.39
2074,169,BR0169,2025-03-28,vermifugacao,Ivermectina,7.5,8.9,66.75
2075,169,BR0169,2025-06-26,vermifugacao,Ivermectina,6.7,8.9,59.63
2076,169,BR0169,2025-09-24,vermifugacao,Doramectina,9.5,11.2,106.4
2077,170,BR0170,2024-08-01,vacina,Febre Aftosa,4.9,4.5,22.05
2078,170,BR0170,2025-01-01,vacina,Febre Aftosa,4.1,4.5,18.45
2079,170,BR0170,2024-08-01,vacina,Brucelose,3.5,6.2,21.7
2080,170,BR0170,2025-01-01,vacina,Brucelose,2.5,6.2,15.5
2081,170,BR0170,2024-08-01,vacina,Raiva,4.1,3.8,15.58
2082,170,BR0170,2025-01-01,vacina,Raiva,2.9,3.8,11.02
2083,170,BR0170,2024-07-01,vermifugacao,Doramectina,8.6,11.2,96.32
2084,170,BR0170,2024-09-29,vermifugacao,Doramectina,9.4,11.2,105.28
2085,170,BR0170,2024-12-28,vermifugacao,Doramectina,5.1,11.2,57.12
2086,170,BR0170,2025-03-28,vermifugacao,Ivermectina,7.4,8.9,65.86
2087,170,BR0170,2025-06-26,vermifugacao,Ivermectina,9.0,8.9,80.1
2088,170,BR0170,2025-09-24,vermifugacao,Ivermectina,7.1,8.9,63.19
2089,171,BR0171,2024-08-01,vacina,Febre Aftosa,3.1,4.5,13.95
2090,171,BR0171,2025-01-01,vacina,Febre Aftosa,3.8,4.5,17.1
2091,171,BR0171,2024-08-01,vacina,Brucelose,3.9,6.2,24.18
2092,171,BR0171,2025-01-01,vacina,Brucelose,3.4,6.2,21.08
2093,171,BR0171,2024-08-01,vacina,Raiva,4.9,3.8,18.62
2094,171,BR0171,2025-01-01,vacina,Raiva,2.3,3.8,8.74
2095,171,BR0171,2024-07-01,vermifugacao,Ivermectina,6.7,8.9,59.63
2096,171,BR0171,2024-09-29,vermifugacao,Ivermectina,5.1,8.9,45.39
2097,171,BR0171,2024-12-28,vermifugacao,Ivermectina,7.7,8.9,68.53
2098,171,BR0171,2025-03-28,vermifugacao,Ivermectina,7.5,8.9,66.75
2099,171,BR0171,2025-06-26,vermifugacao,Ivermectina,6.6,8.9,58.74
2100,171,BR0171,2025-09-24,vermifugacao,Doramectina,7.5,11.2,84.0
2101,171,BR0171,2025-09-09,suplemento,Suplemento Mineral,14.8,15.3,226.44
2102,171,BR0171,2025-08-03,tratamento,Anti-inflamatório,11.4,28.5,324.9
2103,172,BR0172,2024-08-01,vacina,Febre Aftosa,2.8,4.5,12.6
2104,172,BR0172,2025-01-01,vacina,Febre Aftosa,2.1,4.5,9.45
2105,172,BR0172,2024-08-01,vacina,Brucelose,3.2,6.2,19.84
2106,172,BR0172,2025-01-01,vacina,Brucelose,4.8,6.2,29.76
2107,172,BR0172,2024-08-01,vacina,Raiva,2.0,3.8,7.6
2108,172,BR0172,2025-01-01,vacina,Raiva,3.8,3.8,14.44
2109,172,BR0172,2024-07-01,vermifugacao,Doramectina,5.9,11.2,66.08
2110,172,BR0172,2024-09-29,vermifugacao,Ivermectina,5.4,8.9,48.06
2111,172,BR0172,2024-12-28,vermifugacao,Doramectina,6.5,11.2,72.8
2112,172,BR0172,2025-03-28,vermifugacao,Doramectina,8.3,11.2,92.96
2113,172,BR0172,2025-06-26,vermifugacao,Ivermectina,9.6,8.9,85.44
2114,172,BR0172,2025-09-24,vermifugacao,Doramectina,5.2,11.2,58.24
2115,173,BR0173,2024-08-01,vacina,Febre Aftosa,3.2,4.5,14.4
2116,173,BR0173,2025-01-01,vacina,Febre Aftosa,2.9,4.5,13.05
2117,173,BR0173,2024-08-01,vacina,Brucelose,3.4,6.2,21.08
2118,173,BR0173,2025-01-01,vacina,Brucelose,3.2,6.2,19.84
2119,173,BR0173,2024-08-01,vacina,Raiva,3.3,3.8,12.54
2120,173,BR0173,2025-01-01,vacina,Raiva,4.9,3.8,18.62
2121,173,BR0173,2024-07-01,vermifugacao,Ivermectina,7.5,8.9,66.75
2122,173,BR0173,2024-09-29,vermifugacao,Doramectina,7.4,11.2,82.88
2123,173,BR0173,2024-12-28,vermifugacao,Doramectina,5.2,11.2,58.24
2124,173,BR0173,2025-03-28,vermifugacao,Ivermectina,6.8,8.9,60.52
2125,173,BR0173,2025-06-26,vermifugacao,Doramectina,7.9,11.2,88.48
2126,173,BR0173,2025-09-24,vermifugacao,Doramectina,6.9,11.2,77.28
2127,174,BR0174,2024-08-01,vacina,Febre Aftosa,4.5,4.5,20.25
2128,174,BR0174,2025-01-01,vacina,Febre Aftosa,2.3,4.5,10.35
2129,174,BR0174,2024-08-01,vacina,Brucelose,2.3,6.2,14.26
2130,174,BR0174,2025-01-01,vacina,Brucelose,3.3,6.2,20.46
