id_pesagem,id_animal,brinco,raca,lote,data_pesagem,dias_conf,peso_kg,gmd_periodo,arroba_atual,preco_arroba_rs,valor_mercado_rs
3517,425,BR0425,Nelore,2,2024-07-29,28,359.5,1.294,11.98,232.35,2783.55
2813,340,BR0340,Nelore,2,2024-07-29,28,323.8,1.025,10.79,232.35,2507.06
1449,178,BR0178,Brahman,1,2024-07-29,28,349.5,1.062,11.65,232.35,2706.88
322,39,BR0039,Brahman,7,2024-07-29,28,291.5,0.947,9.72,232.35,2258.44
374,46,BR0046,Cruzado Nelore,8,2024-07-29,28,348.8,1.155,11.63,232.35,2702.23
2807,339,BR0339,Simental,9,2024-07-29,28,408.1,1.175,13.6,232.35,3159.96
3540,428,BR0428,Nelore,2,2024-07-29,28,354.6,1.095,11.82,232.35,2746.38
2878,349,BR0349,Nelore,4,2024-07-29,28,329.3,0.883,10.98,232.35,2551.2
3860,465,BR0465,Cruzado Nelore,9,2024-07-29,28,355.0,0.95,11.83,232.35,2748.7
2889,350,BR0350,Brahman,2,2024-07-29,28,342.5,1.079,11.42,232.35,2653.44
382,47,BR0047,Cruzado Nelore,9,2024-07-29,28,399.9,1.649,13.33,232.35,3097.23
1229,151,BR0151,Brahman,6,2024-07-29,28,361.1,0.719,12.04,232.35,2797.49
2791,337,BR0337,Cruzado Nelore,5,2024-07-29,28,371.4,1.362,12.38,232.35,2876.49
2897,351,BR0351,Cruzado Nelore,7,2024-07-29,28,389.8,1.265,12.99,232.35,3018.23
387,48,BR0048,Brahman,9,2024-07-29,28,364.9,1.069,12.16,232.35,2825.38
2798,338,BR0338,Brahman,2,2024-07-29,28,296.6,1.212,9.89,232.35,2297.94
367,45,BR0045,Cruzado Nelore,6,2024-07-29,28,364.9,1.246,12.16,232.35,2825.38
2823,341,BR0341,Angus,6,2024-07-29,28,388.8,0.983,12.96,232.35,3011.26
2871,348,BR0348,Angus,10,2024-07-29,28,366.5,1.226,12.22,232.35,2839.32
2860,346,BR0346,Nelore,10,2024-07-29,28,385.1,1.31,12.84,232.35,2983.37
2852,345,BR0345,Brahman,6,2024-07-29,28,302.7,1.277,10.09,232.35,2344.41
346,42,BR0042,Simental,10,2024-07-29,28,393.3,1.475,13.11,232.35,3046.11
2866,347,BR0347,Cruzado Nelore,8,2024-07-29,28,422.5,1.132,14.08,232.35,3271.49
3534,427,BR0427,Angus,8,2024-07-29,28,378.2,1.422,12.61,232.35,2929.93
1223,150,BR0150,Cruzado Nelore,3,2024-07-29,28,401.2,1.262,13.37,232.35,3106.52
1437,176,BR0176,Nelore,4,2024-07-29,28,369.0,1.296,12.3,232.35,2857.9
333,40,BR0040,Nelore,2,2024-07-29,28,336.0,1.348,11.2,232.35,2602.32
352,43,BR0043,Simental,1,2024-07-29,28,359.0,1.383,11.97,232.35,2781.23
2843,344,BR0344,Nelore,9,2024-07-29,28,362.6,0.866,12.09,232.35,2809.11
1444,177,BR0177,Cruzado Nelore,7,2024-07-29,28,397.4,1.643,13.25,232.35,3078.64
2835,343,BR0343,Nelore,1,2024-07-29,28,341.0,1.131,11.37,232.35,2641.82
359,44,BR0044,Nelore,3,2024-07-29,28,321.8,1.229,10.73,232.35,2493.12
2830,342,BR0342,Simental,1,2024-07-29,28,392.9,1.327,13.1,232.35,3043.78
4080,492,BR0492,Nelore,8,2024-07-29,28,316.4,1.14,10.55,232.35,2451.29
1457,179,BR0179,Nelore,10,2024-07-29,28,371.7,1.129,12.39,232.35,2878.82
2783,336,BR0336,Brahman,8,2024-07-29,28,337.5,1.197,11.25,232.35,2613.94
315,38,BR0038,Nelore,3,2024-07-29,28,374.3,1.051,12.48,232.35,2899.73
1212,149,BR0149,Nelore,9,2024-07-29,28,315.7,0.785,10.52,232.35,2444.32
2733,329,BR0329,Nelore,2,2024-07-29,28,378.2,1.087,12.61,232.35,2929.93
300,36,BR0036,Brahman,6,2024-07-29,28,318.0,1.189,10.6,232.35,2462.91
425,53,BR0053,Simental,1,2024-07-29,28,339.0,1.016,11.3,232.35,2625.56
2725,328,BR0328,Simental,10,2024-07-29,28,377.1,1.05,12.57,232.35,2920.64
3549,429,BR0429,Nelore,7,2024-07-29,28,348.9,1.043,11.63,232.35,2702.23
2928,355,BR0355,Brahman,2,2024-07-29,28,322.1,0.878,10.74,232.35,2495.44
1474,181,BR0181,Angus,3,2024-07-29,28,405.1,1.096,13.5,232.35,3136.72
1423,174,BR0174,Nelore,5,2024-07-29,28,343.2,1.185,11.44,232.35,2658.08
433,54,BR0054,Brahman,3,2024-07-29,28,289.1,0.936,9.64,232.35,2239.85
2716,327,BR0327,Nelore,5,2024-07-29,28,322.8,1.172,10.76,232.35,2500.09
3910,470,BR0470,Nelore,5,2024-07-29,28,387.1,1.438,12.9,232.35,2997.32
1202,148,BR0148,Nelore,7,2024-07-29,28,321.1,0.988,10.7,232.35,2486.14
2706,326,BR0326,Nelore,2,2024-07-29,28,325.0,0.87,10.83,232.35,2516.35
293,35,BR0035,Angus,7,2024-07-29,28,401.3,0.868,13.38,232.35,3108.84
2700,325,BR0325,Cruzado Nelore,6,2024-07-29,28,369.4,1.477,12.31,232.35,2860.23
1465,180,BR0180,Nelore,5,2024-07-29,28,358.3,1.01,11.94,232.35,2774.26
3500,423,BR0423,Nelore,3,2024-07-29,28,363.4,1.302,12.11,232.35,2813.76
3524,426,BR0426,Brahman,9,2024-07-29,28,315.5,0.896,10.52,232.35,2444.32
417,52,BR0052,Nelore,6,2024-07-29,28,345.3,1.204,11.51,232.35,2674.35
2777,335,BR0335,Simental,2,2024-07-29,28,394.7,1.352,13.16,232.35,3057.73
395,49,BR0049,Nelore,4,2024-07-29,28,335.7,1.006,11.19,232.35,2600.0
2903,352,BR0352,Cruzado Nelore,4,2024-07-29,28,356.3,1.55,11.88,232.35,2760.32
2769,334,BR0334,Cruzado Nelore,7,2024-07-29,28,360.0,0.906,12.0,232.35,2788.2
1431,175,BR0175,Simental,6,2024-07-29,28,377.3,1.334,12.58,232.35,2922.96
3916,471,BR0471,Angus,2,2024-07-29,28,331.6,0.994,11.05,232.35,2567.47
2763,333,BR0333,Simental,6,2024-07-29,28,390.0,1.249,13.0,232.35,3020.55
4073,491,BR0491,Nelore,5,2024-07-29,28,362.3,1.333,12.08,232.35,2806.79
309,37,BR0037,Nelore,1,2024-07-29,28,381.8,1.267,12.73,232.35,2957.82
405,50,BR0050,Nelore,1,2024-07-29,28,365.3,1.21,12.18,232.35,2830.02
2755,332,BR0332,Nelore,8,2024-07-29,28,340.6,1.084,11.35,232.35,2637.17
2910,353,BR0353,Simental,4,2024-07-29,28,377.8,1.243,12.59,232.35,2925.29
412,51,BR0051,Angus,6,2024-07-29,28,432.7,1.404,14.42,232.35,3350.49
2749,331,BR0331,Angus,4,2024-07-29,28,416.3,1.241,13.88,232.35,3225.02
2916,354,BR0354,Nelore,3,2024-07-29,28,307.2,0.711,10.24,232.35,2379.26
2741,330,BR0330,Nelore,8,2024-07-29,28,344.8,1.093,11.49,232.35,2669.7
3626,437,BR0437,Nelore,6,2024-07-29,28,365.0,1.075,12.17,232.35,2827.7
535,66,BR0066,Brahman,6,2024-07-29,28,297.3,0.848,9.91,232.35,2302.59
237,29,BR0029,Cruzado Nelore,5,2024-07-29,28,310.4,1.131,10.35,232.35,2404.82
2355,286,BR0286,Nelore,8,2024-07-29,28,329.3,1.409,10.98,232.35,2551.2
3488,421,BR0421,Angus,3,2024-07-29,28,406.7,1.404,13.56,232.35,3150.67
2348,285,BR0285,Nelore,3,2024-07-29,28,367.0,1.302,12.23,232.35,2841.64
1553,192,BR0192,Cruzado Nelore,6,2024-07-29,28,352.2,0.725,11.74,232.35,2727.79
188,23,BR0023,Nelore,4,2024-07-29,28,324.3,1.297,10.81,232.35,2511.7
661,81,BR0081,Brahman,2,2024-07-29,28,333.3,0.894,11.11,232.35,2581.41
3887,468,BR0468,Nelore,9,2024-07-29,28,299.7,0.824,9.99,232.35,2321.18
2343,284,BR0284,Simental,1,2024-07-29,28,399.3,1.58,13.31,232.35,3092.58
3102,376,BR0376,Cruzado Nelore,5,2024-07-29,28,348.8,1.164,11.63,232.35,2702.23
3849,463,BR0463,Simental,7,2024-07-29,28,420.6,1.512,14.02,232.35,3257.55
4019,484,BR0484,Cruzado Nelore,4,2024-07-29,28,399.1,1.225,13.3,232.35,3090.26
1378,168,BR0168,Nelore,8,2024-07-29,28,368.3,1.321,12.28,232.35,2853.26
670,82,BR0082,Nelore,8,2024-07-29,28,351.9,1.024,11.73,232.35,2725.47
2329,282,BR0282,Cruzado Nelore,3,2024-07-29,28,353.1,1.298,11.77,232.35,2734.76
2336,283,BR0283,Simental,5,2024-07-29,28,376.1,1.061,12.54,232.35,2913.67
652,80,BR0080,Brahman,5,2024-07-29,28,350.0,1.058,11.67,232.35,2711.52
2363,287,BR0287,Nelore,2,2024-07-29,28,322.8,0.738,10.76,232.35,2500.09
3092,375,BR0375,Nelore,1,2024-07-29,28,327.5,1.007,10.92,232.35,2537.26
3493,422,BR0422,Nelore,4,2024-07-29,28,341.6,1.514,11.39,232.35,2646.47
1543,191,BR0191,Brahman,10,2024-07-29,28,345.2,0.913,11.51,232.35,2674.35
2394,291,BR0291,Brahman,1,2024-07-29,28,330.5,0.777,11.02,232.35,2560.5
3648,440,BR0440,Cruzado Nelore,8,2024-07-29,28,338.4,0.861,11.28,232.35,2620.91
633,78,BR0078,Nelore,10,2024-07-29,28,284.6,0.747,9.49,232.35,2205.0
1156,142,BR0142,Nelore,8,2024-07-29,28,372.9,0.931,12.43,232.35,2888.11
2386,290,BR0290,Angus,6,2024-07-29,28,368.0,1.122,12.27,232.35,2850.93
3084,374,BR0374,Brahman,1,2024-07-29,28,311.8,1.357,10.39,232.35,2414.12
1384,169,BR0169,Cruzado Nelore,3,2024-07-29,28,381.4,1.293,12.71,232.35,2953.17
3025,366,BR0366,Angus,2,2024-07-29,28,367.2,1.155,12.24,232.35,2843.96
3925,472,BR0472,Cruzado Nelore,7,2024-07-29,28,337.7,1.162,11.26,232.35,2616.26
4025,485,BR0485,Angus,6,2024-07-29,28,382.9,1.192,12.76,232.35,2964.79
196,24,BR0024,Simental,4,2024-07-29,28,369.0,1.165,12.3,232.35,2857.9
2374,288,BR0288,Cruzado Nelore,5,2024-07-29,28,346.0,1.325,11.53,232.35,2679.0
646,79,BR0079,Simental,10,2024-07-29,28,392.9,1.505,13.1,232.35,3043.78
1147,141,BR0141,Cruzado Nelore,9,2024-07-29,28,341.8,0.921,11.39,232.35,2646.47
626,77,BR0077,Nelore,4,2024-07-29,28,364.2,1.25,12.14,232.35,2820.73
2322,281,BR0281,Angus,4,2024-07-29,28,380.0,1.032,12.67,232.35,2943.87
678,83,BR0083,Brahman,3,2024-07-29,28,303.1,0.983,10.1,232.35,2346.73
4014,483,BR0483,Simental,7,2024-07-29,28,403.4,1.487,13.45,232.35,3125.11
165,20,BR0020,Cruzado Nelore,1,2024-07-29,28,375.8,1.223,12.53,232.35,2911.35
2266,274,BR0274,Angus,5,2024-07-29,28,379.5,1.342,12.65,232.35,2939.23
4113,496,BR0496,Cruzado Nelore,7,2024-07-29,28,354.4,1.021,11.81,232.35,2744.05
713,87,BR0087,Nelore,2,2024-07-29,28,378.1,1.035,12.6,232.35,2927.61
3668,442,BR0442,Brahman,7,2024-07-29,28,334.8,0.689,11.16,232.35,2593.03
3136,381,BR0381,Nelore,7,2024-07-29,28,288.4,0.67,9.61,232.35,2232.88
3841,462,BR0462,Cruzado Nelore,10,2024-07-29,28,368.1,1.098,12.27,232.35,2850.93
1371,167,BR0167,Cruzado Nelore,3,2024-07-29,28,366.1,1.168,12.2,232.35,2834.67
720,88,BR0088,Brahman,5,2024-07-29,28,342.5,1.159,11.42,232.35,2653.44
3479,420,BR0420,Nelore,1,2024-07-29,28,320.2,1.127,10.67,232.35,2479.17
1136,140,BR0140,Nelore,10,2024-07-29,28,322.9,0.743,10.76,232.35,2500.09
2244,272,BR0272,Brahman,8,2024-07-29,28,326.6,0.706,10.89,232.35,2530.29
3679,443,BR0443,Brahman,9,2024-07-29,28,325.5,1.379,10.85,232.35,2521.0
2257,273,BR0273,Cruzado Nelore,7,2024-07-29,28,343.9,1.031,11.46,232.35,2662.73
2272,275,BR0275,Nelore,2,2024-07-29,28,348.0,1.125,11.6,232.35,2695.26
1573,194,BR0194,Brahman,4,2024-07-29,28,320.3,0.706,10.68,232.35,2481.5
1265,155,BR0155,Nelore,8,2024-07-29,28,319.2,0.865,10.64,232.35,2472.2
180,22,BR0022,Nelore,3,2024-07-29,28,333.2,1.185,11.11,232.35,2581.41
2314,280,BR0280,Nelore,3,2024-07-29,28,352.7,1.021,11.76,232.35,2732.44
3116,378,BR0378,Nelore,2,2024-07-29,28,370.8,1.374,12.36,232.35,2871.85
2307,279,BR0279,Nelore,3,2024-07-29,28,342.0,1.275,11.4,232.35,2648.79
3122,379,BR0379,Angus,10,2024-07-29,28,378.4,0.9,12.61,232.35,2929.93
688,84,BR0084,Cruzado Nelore,8,2024-07-29,28,392.5,1.327,13.08,232.35,3039.14
2300,278,BR0278,Cruzado Nelore,7,2024-07-29,28,350.1,1.156,11.67,232.35,2711.52
3658,441,BR0441,Nelore,10,2024-07-29,28,325.6,0.826,10.85,232.35,2521.0
1564,193,BR0193,Nelore,1,2024-07-29,28,355.6,0.898,11.85,232.35,2753.35
172,21,BR0021,Nelore,7,2024-07-29,28,323.6,1.155,10.79,232.35,2507.06
694,85,BR0085,Simental,1,2024-07-29,28,390.6,1.152,13.02,232.35,3025.2
2286,277,BR0277,Brahman,2,2024-07-29,28,328.8,0.625,10.96,232.35,2546.56
340,41,BR0041,Cruzado Nelore,2,2024-07-29,28,392.3,1.318,13.08,232.35,3039.14
3130,380,BR0380,Simental,9,2024-07-29,28,395.9,1.212,13.2,232.35,3067.02
701,86,BR0086,Brahman,2,2024-07-29,28,339.4,0.683,11.31,232.35,2627.88
3110,377,BR0377,Nelore,10,2024-07-29,28,391.3,1.371,13.04,232.35,3029.84
204,25,BR0025,Simental,2,2024-07-29,28,432.7,1.537,14.42,232.35,3350.49
2382,289,BR0289,Simental,4,2024-07-29,28,444.2,1.645,14.81,232.35,3441.1
1698,209,BR0209,Simental,7,2024-07-29,28,375.7,1.057,12.52,232.35,2909.02
2499,304,BR0304,Angus,9,2024-07-29,28,416.7,1.603,13.89,232.35,3227.34
3639,439,BR0439,Brahman,9,2024-07-29,28,343.8,0.955,11.46,232.35,2662.73
601,74,BR0074,Cruzado Nelore,7,2024-07-29,28,344.1,1.239,11.47,232.35,2665.05
4106,495,BR0495,Cruzado Nelore,4,2024-07-29,28,343.8,1.128,11.46,232.35,2662.73
2445,297,BR0297,Nelore,7,2024-07-29,28,321.7,1.13,10.72,232.35,2490.79
1164,143,BR0143,Cruzado Nelore,1,2024-07-29,28,368.8,0.954,12.29,232.35,2855.58
1397,171,BR0171,Simental,2,2024-07-29,28,388.5,0.992,12.95,232.35,3008.93
568,70,BR0070,Brahman,1,2024-07-29,28,287.2,0.959,9.57,232.35,2223.59
2491,303,BR0303,Cruzado Nelore,10,2024-07-29,28,349.5,1.137,11.65,232.35,2706.88
3039,368,BR0368,Brahman,10,2024-07-29,28,374.0,1.429,12.47,232.35,2897.4
594,73,BR0073,Simental,6,2024-07-29,28,354.6,1.16,11.82,232.35,2746.38
3634,438,BR0438,Angus,6,2024-07-29,28,412.1,1.603,13.74,232.35,3192.49
3060,371,BR0371,Angus,7,2024-07-29,28,407.9,1.11,13.6,232.35,3159.96
220,27,BR0027,Cruzado Nelore,9,2024-07-29,28,385.4,1.154,12.85,232.35,2985.7
2484,302,BR0302,Nelore,10,2024-07-29,28,352.3,1.226,11.74,232.35,2727.79
1524,188,BR0188,Angus,6,2024-07-29,28,385.1,1.207,12.84,232.35,2983.37
2477,301,BR0301,Cruzado Nelore,4,2024-07-29,28,372.3,1.248,12.41,232.35,2883.46
2455,298,BR0298,Nelore,10,2024-07-29,28,357.9,1.181,11.93,232.35,2771.94
2405,292,BR0292,Nelore,6,2024-07-29,28,325.2,0.896,10.84,232.35,2518.67
227,28,BR0028,Nelore,9,2024-07-29,28,328.2,0.853,10.94,232.35,2541.91
1530,189,BR0189,Simental,10,2024-07-29,28,381.5,1.277,12.72,232.35,2955.49
587,72,BR0072,Nelore,10,2024-07-29,28,343.1,1.391,11.44,232.35,2658.08
3054,370,BR0370,Simental,3,2024-07-29,28,387.1,1.179,12.9,232.35,2997.32
2462,299,BR0299,Nelore,3,2024-07-29,28,328.9,0.849,10.96,232.35,2546.56
579,71,BR0071,Nelore,10,2024-07-29,28,370.3,1.064,12.34,232.35,2867.2
3045,369,BR0369,Nelore,9,2024-07-29,28,327.1,0.996,10.9,232.35,2532.62
1390,170,BR0170,Nelore,10,2024-07-29,28,362.4,1.24,12.08,232.35,2806.79
2434,296,BR0296,Nelore,9,2024-07-29,28,331.1,0.954,11.04,232.35,2565.14
3032,367,BR0367,Angus,5,2024-07-29,28,356.9,1.317,11.9,232.35,2764.96
2472,300,BR0300,Cruzado Nelore,9,2024-07-29,28,404.2,1.422,13.47,232.35,3129.75
1537,190,BR0190,Cruzado Nelore,8,2024-07-29,28,372.6,1.333,12.42,232.35,2885.79
617,76,BR0076,Nelore,9,2024-07-29,28,352.9,0.781,11.76,232.35,2732.44
3073,373,BR0373,Brahman,8,2024-07-29,28,311.5,0.926,10.38,232.35,2411.79
3066,372,BR0372,Nelore,6,2024-07-29,28,358.8,1.226,11.96,232.35,2778.91
4032,486,BR0486,Nelore,1,2024-07-29,28,378.8,1.082,12.63,232.35,2934.58
209,26,BR0026,Brahman,4,2024-07-29,28,300.8,0.75,10.03,232.35,2330.47
1518,187,BR0187,Cruzado Nelore,9,2024-07-29,28,366.9,1.532,12.23,232.35,2841.64
562,69,BR0069,Angus,3,2024-07-29,28,383.7,1.54,12.79,232.35,2971.76
2504,305,BR0305,Cruzado Nelore,7,2024-07-29,28,335.1,1.064,11.17,232.35,2595.35
2422,294,BR0294,Simental,9,2024-07-29,28,415.0,1.357,13.83,232.35,3213.4
1255,154,BR0154,Nelore,9,2024-07-29,28,300.7,1.115,10.02,232.35,2328.15
1172,144,BR0144,Brahman,8,2024-07-29,28,332.2,1.074,11.07,232.35,2572.11
2427,295,BR0295,Nelore,4,2024-07-29,28,384.5,0.991,12.82,232.35,2978.73
608,75,BR0075,Brahman,3,2024-07-29,28,350.0,0.71,11.67,232.35,2711.52
555,68,BR0068,Angus,5,2024-07-29,28,367.8,1.25,12.26,232.35,2848.61
2513,306,BR0306,Angus,3,2024-07-29,28,364.6,0.826,12.15,232.35,2823.05
2415,293,BR0293,Nelore,6,2024-07-29,28,358.9,1.216,11.96,232.35,2778.91
1589,195,BR0195,Angus,6,2024-08-26,56,428.7,1.383,14.29,237.8,3398.16
1519,187,BR0187,Cruzado Nelore,9,2024-08-26,56,409.7,1.527,13.66,237.8,3248.35
1512,186,BR0186,Cruzado Nelore,4,2024-08-26,56,405.9,1.23,13.53,237.8,3217.43
1565,193,BR0193,Nelore,1,2024-08-26,56,383.1,0.981,12.77,237.8,3036.71
1438,176,BR0176,Nelore,4,2024-08-26,56,404.3,1.262,13.48,237.8,3205.54
1525,188,BR0188,Angus,6,2024-08-26,56,422.2,1.326,14.07,237.8,3345.85
1574,194,BR0194,Brahman,4,2024-08-26,56,334.7,0.513,11.16,237.8,2653.85
1450,178,BR0178,Brahman,1,2024-08-26,56,382.0,1.161,12.73,237.8,3027.19
1338,163,BR0163,Nelore,7,2024-08-26,56,340.1,0.948,11.34,237.8,2696.65
3842,462,BR0462,Cruzado Nelore,10,2024-08-26,56,392.4,0.869,13.08,237.8,3110.42
3836,461,BR0461,Simental,5,2024-08-26,56,429.4,1.399,14.31,237.8,3402.92
3870,466,BR0466,Cruzado Nelore,8,2024-08-26,56,400.9,0.988,13.36,237.8,3177.01
1634,201,BR0201,Nelore,6,2024-08-26,56,404.9,1.412,13.5,237.8,3210.3
1445,177,BR0177,Cruzado Nelore,7,2024-08-26,56,440.3,1.531,14.68,237.8,3490.9
1504,185,BR0185,Brahman,8,2024-08-26,56,399.1,0.915,13.3,237.8,3162.74
1640,202,BR0202,Angus,4,2024-08-26,56,412.7,0.98,13.76,237.8,3272.13
1692,208,BR0208,Cruzado Nelore,4,2024-08-26,56,401.6,1.218,13.39,237.8,3184.14
1362,166,BR0166,Brahman,5,2024-08-26,56,350.0,1.088,11.67,237.8,2775.13
1398,171,BR0171,Simental,2,2024-08-26,56,416.6,1.003,13.89,237.8,3303.04
3855,464,BR0464,Simental,4,2024-08-26,56,438.6,1.362,14.62,237.8,3476.64
1684,207,BR0207,Brahman,8,2024-08-26,56,379.2,1.058,12.64,237.8,3005.79
1491,183,BR0183,Cruzado Nelore,6,2024-08-26,56,397.3,1.324,13.24,237.8,3148.47
3850,463,BR0463,Simental,7,2024-08-26,56,465.0,1.586,15.5,237.8,3685.9
1415,173,BR0173,Brahman,1,2024-08-26,56,328.3,1.256,10.94,237.8,2601.53
1664,205,BR0205,Brahman,8,2024-08-26,56,322.2,0.773,10.74,237.8,2553.97
1544,191,BR0191,Brahman,10,2024-08-26,56,362.6,0.621,12.09,237.8,2875.0
1475,181,BR0181,Angus,3,2024-08-26,56,438.9,1.207,14.63,237.8,3479.01
1607,197,BR0197,Simental,8,2024-08-26,56,411.5,1.049,13.72,237.8,3262.62
1324,162,BR0162,Brahman,3,2024-08-26,56,326.8,0.679,10.89,237.8,2589.64
1355,165,BR0165,Nelore,8,2024-08-26,56,401.6,1.079,13.39,237.8,3184.14
1659,204,BR0204,Angus,1,2024-08-26,56,445.8,1.496,14.86,237.8,3533.71
1614,198,BR0198,Angus,7,2024-08-26,56,409.4,1.343,13.65,237.8,3245.97
1481,182,BR0182,Brahman,5,2024-08-26,56,322.0,0.974,10.73,237.8,2551.59
1538,190,BR0190,Cruzado Nelore,8,2024-08-26,56,410.6,1.356,13.69,237.8,3255.48
3877,467,BR0467,Nelore,3,2024-08-26,56,337.8,0.956,11.26,237.8,2677.63
1385,169,BR0169,Cruzado Nelore,3,2024-08-26,56,417.3,1.283,13.91,237.8,3307.8
3818,459,BR0459,Brahman,10,2024-08-26,56,328.7,0.994,10.96,237.8,2606.29
1432,175,BR0175,Simental,6,2024-08-26,56,415.1,1.351,13.84,237.8,3291.15
1379,168,BR0168,Nelore,8,2024-08-26,56,411.0,1.525,13.7,237.8,3257.86
1466,180,BR0180,Nelore,5,2024-08-26,56,386.8,1.018,12.89,237.8,3065.24
1391,170,BR0170,Nelore,10,2024-08-26,56,399.1,1.309,13.3,237.8,3162.74
1626,200,BR0200,Nelore,2,2024-08-26,56,404.8,0.778,13.49,237.8,3207.92
1372,167,BR0167,Cruzado Nelore,3,2024-08-26,56,395.2,1.041,13.17,237.8,3131.83
1498,184,BR0184,Angus,10,2024-08-26,56,432.6,1.258,14.42,237.8,3429.08
1648,203,BR0203,Nelore,2,2024-08-26,56,322.1,0.959,10.74,237.8,2553.97
3828,460,BR0460,Nelore,1,2024-08-26,56,363.7,1.196,12.12,237.8,2882.14
1405,172,BR0172,Cruzado Nelore,3,2024-08-26,56,336.8,0.964,11.23,237.8,2670.49
1318,161,BR0161,Cruzado Nelore,6,2024-08-26,56,433.5,1.16,14.45,237.8,3436.21
1458,179,BR0179,Nelore,10,2024-08-26,56,401.9,1.077,13.4,237.8,3186.52
1531,189,BR0189,Simental,10,2024-08-26,56,418.1,1.306,13.94,237.8,3314.93
3861,465,BR0465,Cruzado Nelore,9,2024-08-26,56,382.3,0.976,12.74,237.8,3029.57
1424,174,BR0174,Nelore,5,2024-08-26,56,376.1,1.174,12.54,237.8,2982.01
1348,164,BR0164,Angus,4,2024-08-26,56,411.7,1.107,13.72,237.8,3262.62
1554,192,BR0192,Cruzado Nelore,6,2024-08-26,56,370.3,0.645,12.34,237.8,2934.45
1676,206,BR0206,Nelore,1,2024-08-26,56,366.1,1.086,12.2,237.8,2901.16
1620,199,BR0199,Angus,1,2024-08-26,56,419.1,1.314,13.97,237.8,3322.07
1595,196,BR0196,Nelore,1,2024-08-26,56,339.9,0.73,11.33,237.8,2694.27
2356,286,BR0286,Nelore,8,2024-08-26,56,366.7,1.337,12.22,237.8,2905.92
1715,211,BR0211,Cruzado Nelore,10,2024-08-26,56,399.5,1.394,13.32,237.8,3167.5
3541,428,BR0428,Nelore,2,2024-08-26,56,383.9,1.046,12.8,237.8,3043.84
2808,339,BR0339,Simental,9,2024-08-26,56,441.0,1.174,14.7,237.8,3495.66
2814,340,BR0340,Nelore,2,2024-08-26,56,350.7,0.961,11.69,237.8,2779.88
2824,341,BR0341,Angus,6,2024-08-26,56,417.0,1.007,13.9,237.8,3305.42
2831,342,BR0342,Simental,1,2024-08-26,56,437.3,1.586,14.58,237.8,3467.12
2836,343,BR0343,Nelore,1,2024-08-26,56,370.2,1.044,12.34,237.8,2934.45
2844,344,BR0344,Nelore,9,2024-08-26,56,387.6,0.892,12.92,237.8,3072.38
3535,427,BR0427,Angus,8,2024-08-26,56,419.6,1.478,13.99,237.8,3326.82
2853,345,BR0345,Brahman,6,2024-08-26,56,340.5,1.35,11.35,237.8,2699.03
2861,346,BR0346,Nelore,10,2024-08-26,56,418.0,1.175,13.93,237.8,3312.55
2867,347,BR0347,Cruzado Nelore,8,2024-08-26,56,456.4,1.212,15.21,237.8,3616.94
2872,348,BR0348,Angus,10,2024-08-26,56,402.4,1.281,13.41,237.8,3188.9
2879,349,BR0349,Nelore,4,2024-08-26,56,351.2,0.782,11.71,237.8,2784.64
2890,350,BR0350,Brahman,2,2024-08-26,56,372.9,1.085,12.43,237.8,2955.85
2898,351,BR0351,Cruzado Nelore,7,2024-08-26,56,422.4,1.166,14.08,237.8,3348.22
2904,352,BR0352,Cruzado Nelore,4,2024-08-26,56,393.6,1.331,13.12,237.8,3119.94
2911,353,BR0353,Simental,4,2024-08-26,56,415.9,1.362,13.86,237.8,3295.91
2917,354,BR0354,Nelore,3,2024-08-26,56,327.8,0.736,10.93,237.8,2599.15
3525,426,BR0426,Brahman,9,2024-08-26,56,342.0,0.945,11.4,237.8,2710.92
2929,355,BR0355,Brahman,2,2024-08-26,56,343.1,0.751,11.44,237.8,2720.43
3518,425,BR0425,Nelore,2,2024-08-26,56,399.5,1.427,13.32,237.8,3167.5
2940,356,BR0356,Nelore,7,2024-08-26,56,341.5,1.038,11.38,237.8,2706.16
2950,357,BR0357,Brahman,7,2024-08-26,56,328.4,0.652,10.95,237.8,2603.91
3508,424,BR0424,Nelore,8,2024-08-26,56,359.1,0.926,11.97,237.8,2846.47
2963,358,BR0358,Nelore,8,2024-08-26,56,363.0,1.179,12.1,237.8,2877.38
2971,359,BR0359,Simental,1,2024-08-26,56,452.0,1.223,15.07,237.8,3583.65
2976,360,BR0360,Nelore,7,2024-08-26,56,354.0,1.119,11.8,237.8,2806.04
2799,338,BR0338,Brahman,2,2024-08-26,56,330.1,1.196,11.0,237.8,2615.8
2985,361,BR0361,Brahman,10,2024-08-26,56,405.7,0.967,13.52,237.8,3215.06
2792,337,BR0337,Cruzado Nelore,5,2024-08-26,56,407.6,1.292,13.59,237.8,3231.7
2778,335,BR0335,Simental,2,2024-08-26,56,433.2,1.373,14.44,237.8,3433.83
3610,435,BR0435,Brahman,9,2024-08-26,56,358.8,0.883,11.96,237.8,2844.09
3603,434,BR0434,Cruzado Nelore,8,2024-08-26,56,416.4,1.212,13.88,237.8,3300.66
2595,315,BR0315,Cruzado Nelore,7,2024-08-26,56,388.2,1.032,12.94,237.8,3077.13
2603,316,BR0316,Brahman,5,2024-08-26,56,308.4,0.394,10.28,237.8,2444.58
3593,433,BR0433,Cruzado Nelore,5,2024-08-26,56,367.0,0.787,12.23,237.8,2908.29
